HIF1A-AS1,kidney cancer,Expression
HIF1A-AS1,kidney cancer,Expression
HIF1A-AS2,kidney cancer,Expression
LINC01370,type 2 diabetes mellitus,Regulation
HLA-AS1,AIDS,Mutation
HLA-AS1,liver injury,Mutation
HLA-AS1,multiple sclerosis,Mutation
HLA-AS1,psoriasis,Mutation
HNF1A-AS1,adenocarcinoma,Regulation
HNF1A-AS1,esophageal adenocarcinoma,Regulation
HOTAIR,B-cell neoplasms,Expression
HOTAIR,breast cancer,Regulation
HOTAIR,breast cancer,Expression
HOTAIR,breast cancer,Expression
HOTAIR,breast cancer,Expression
HOTAIR,breast cancer,Expression
HOTAIR,breast cancer,Expression
HOTAIR,breast cancer,Expression
HOTAIR,breast cancer,Expression
HOTAIR,breast cancer,Expression
HOTAIR,breast cancer,Expression
HOTAIR,breast cancer,Expression
HOTAIR,breast cancer,Expression
HOTAIR,breast cancer,Expression
HOTAIR,breast cancer,Expression
HOTAIR,breast cancer,Regulation
HOTAIR,breast cancer,Regulation
HOTAIR,breast cancer,Regulation
HOTAIR,breast cancer,Regulation
HOTAIR,cancer,Epigenetics
HOTAIR,cancer,Epigenetics
HOTAIR,cancer,Expression
HOTAIR,cancer,Expression
HOTAIR,cancer,Expression
HOTAIR,cancer,Regulation
HOTAIR,cancer,Expression
HOTAIR,cancer,Expression
HOTAIR,cancer,Expression
HOTAIR,cervical cancer,Expression
HOTAIR,colon cancer,Expression
HOTAIR,colorectal cancer,Expression
HOTAIR,colorectal cancer,Epigenetics
HOTAIR,colorectal cancer,Expression
HOTAIR,colorectal cancer,Expression
HOTAIR,colorectal cancer,Regulation
HOTAIR,endometrial cancer,Regulation
HOTAIR,endometrial cancer,Expression
HOTAIR,ovarian cancer,Expression
HOTAIR,esophageal squamous cell carcinoma,Expression
HOTAIR,esophageal squamous cell carcinoma,Expression
HOTAIR,esophageal squamous cell carcinoma,Expression
HOTAIR,esophageal squamous cell carcinoma,Expression
HOTAIR,gastric cancer,Expression
HOTAIR,gastric cancer,Regulation
HOTAIR,gastrointestinal cancer,Expression
HOTAIR,gastrointestinal cancer,Expression
HOTAIR,gastrointestinal cancer,Expression
HOTAIR,hepatocellular carcinoma,Expression
HOTAIR,hepatocellular carcinoma,Expression
HOTAIR,hepatocellular carcinoma,Expression
HOTAIR,hepatocellular carcinoma,Expression
HOTAIR,hepatocellular carcinoma,Expression
HOTAIR,hepatocellular carcinoma,Expression
HOTAIR,hepatocellular carcinoma,Regulation
HOTAIR,laryngeal squamous cell carcinoma,Expression
HOTAIR,liver cancer,Expression
HOTAIR,lung adenocarcinoma,Regulation
HOTAIR,lung cancer,Expression
HOTAIR,nasopharyngeal carcinoma,Expression
HOTAIR,non-small cell lung cancer,Expression
HOTAIR,esophageal squamous cell carcinoma,Regulation
HOTAIR,oral squamous cell carcinoma,Expression
HOTAIR,pancreatic cancer,Expression
HOTAIR,rheumatoid arthritis,Regulation
HOTAIR,small cell lung cancer,Regulation
HOTAIR,cancer,Expression
HOTAIR,cancer,Regulation
HOTTIP,hepatocellular carcinoma,Expression
HOTTIP,hepatocellular carcinoma,Expression
HOTTIP,hepatocellular carcinoma,Expression
HTT-AS,Huntington's disease,Expression
HTTAS_v1,Huntington's disease,Regulation
HULC,hepatic colorectal metastasis,Expression
HULC,hepatocellular carcinoma,Expression
HULC,hepatocellular carcinoma,Regulation
HULC,hepatocellular carcinoma,Regulation
HULC,hepatocellular carcinoma,Expression
HULC,hepatocellular carcinoma,Expression
HULC,hepatocellular carcinoma,Expression
HULC,hepatocellular carcinoma,Expression
HULC,hepatocellular carcinoma,Regulation
HULC,liver cancer,N/A
HULC,liver cancer,Expression
HYMAI,transient neonatal diabetes mellitus,Expression
IFNG-AS1,multiple sclerosis,N/A
IGF2-AS,hepatocellular carcinoma,N/A
IGF2-AS,prostate cancer,Mutation
IGF2-AS,type 1 diabetes mellitus,Mutation
IGF2-AS,Wilms' tumor,Expression
IGF2-AS,Wilms' tumor,Expression
IPW,Prader-Willi syndrome,Expression
IPW,Prader-Willi syndrome,Locus
IPW,Prader-Willi syndrome,Mutation
IPW,Prader-Willi syndrome,Expression
Kcna2 antisense RNA,neuropathic pain,Regulation
KCNQ1DN,aging,Epigenetics
KCNQ1DN,Wilms' tumor,Expression
KCNQ1OT1,Beckwith-Wiedemann syndrome,Epigenetics
KCNQ1OT1,Beckwith-Wiedemann syndrome,Epigenetics
KCNQ1OT1,Beckwith-Wiedemann syndrome,Locus
KCNQ1OT1,Beckwith-Wiedemann syndrome,Locus
KCNQ1OT1,Beckwith-Wiedemann syndrome,Locus
KCNQ1OT1,Beckwith-Wiedemann syndrome,N/A
KCNQ1OT1,Beckwith-Wiedemann syndrome,N/A
KCNQ1OT1,Beckwith-Wiedemann syndrome,Regulation
KCNQ1OT1,colorectal cancer,Epigenetics
KCNQ1OT1,colorectal cancer,Expression
KCNQ1OT1,hepatocellular carcinoma,Mutation
KCNQ1OT1,kidney cancer,Regulation
KRAS1P,cancer,Regulation
LINC00850,Duchenne muscular dystrophy,Mutation
LINC00850,Duchenne muscular dystrophy,Expression
LALR,hepatocellular carcinoma,Regulation
LINC00032,melanoma,Mutation
PICSAR,narcolepsy,Mutation
LINC00271,schizophrenia,Mutation
LINC00271,type 2 diabetes mellitus,Mutation
LINC00299,intellectual and developmental disability,Mutation
LINC00312,nasopharyngeal carcinoma,Expression
LINC00312,nasopharyngeal carcinoma,Expression
LINC00312,nasopharyngeal carcinoma,Interaction
LINC00312,nasopharyngeal carcinoma,Expression
LINC00963,prostate cancer,Regulation
LINC01262,Parkinson's disease,Expression
LINCMD1,Duchenne muscular dystrophy,Expression
lincRNA-p21,lung cancer,Expression
lincRNA-p21,cancer,Regulation
lincRNA-p21,cancer,Regulation
LIPCAR,heart failure,Expression
lnc-AL355149.1-1,nasopharyngeal carcinoma,Expression
LINC01315,nasopharyngeal carcinoma,Expression
lncRNA-ATB,hepatocellular carcinoma,Regulation
LncRNA-LALR1,liver cancer,Regulation
NPTN-IT1,cancer,Expression
lncRNA-MVIH,hepatocellular carcinoma,Regulation
lncRNA-MVIH,hepatocellular carcinoma,Expression
lncRNA-MVIH,non-small cell lung cancer,Regulation
lnc-ZNF674-1,nasopharyngeal carcinoma,Expression
LOC102635190,heart failure,Expression
LOC389023,psychiatric disease,Regulation
LOC554202,breast cancer,Regulation
LOC728606,prostate cancer,Expression
TUSC7,osteosarcoma,Mutation
LSINCT5,breast cancer,Expression
LSINCT5,breast cancer,Expression
LSINCT5,ovarian cancer,Expression
LSINCT5,ovarian cancer,Expression
MALAT1,B-cell neoplasms,Expression
MALAT1,bladder cancer,Regulation
MALAT1,bladder cancer,Expression
MALAT1,breast cancer,Regulation
MALAT1,breast cancer,Regulation
MALAT1,breast cancer,Regulation
